GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Barometric pressure (from vehicle)(psi),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine Load(%),Engine RPM(rpm),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel trim Bank 1 Sensor 2(%),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Throttle Position(Manifold)(%),Timing Advance(°),Voltage (Control Module)(V)
Fri Jul 24 18:55:22 GMT+05:00 2026,24-Jul-2026 18:55:22.602,74.2790745,31.56214481,20.3799991607666,3.7900924682617188,174.8651123046875,205.5,-0.44297129,6.78006315,6.90927553,0.00680679,33.72549057,14.06866059,0,0,88,69.41176605,1488,-,0,-,-7.8125,41,5.36639631,6.05000019,-,0.83499998,9.01960754,18.43137169,-13,12.10000038
Fri Jul 24 18:55:23 GMT+05:00 2026,24-Jul-2026 18:55:23.602,74.27897942,31.56197738,20.639999389648438,3.7900924682617188,174.20098876953125,205.1999969482422,-0.08853444,6.97388172,6.78724146,0.01103675,33.72549057,14.06866059,7.05882359,0,88,69.41176605,1488,-,0,-,-1.5625,42,5.36639631,6.05000019,-,0.69499999,9.01960754,17.64705849,-13,12.17500019
Fri Jul 24 18:55:24 GMT+05:00 2026,24-Jul-2026 18:55:24.601,74.27888303,31.56180695,20.84000015258789,3.7900924682617188,173.4815673828125,205.10000610351562,0.44297129,7.34506798,6.98704195,0.0533697,36.07843018,14.06866059,7.05882359,99.21875,88,69.41176605,1529,-,0,-,-1.5625,42,5.36639631,11.77999973,-,0.69499999,11.76470566,17.64705849,-13,12.17500019
Fri Jul 24 18:55:25 GMT+05:00 2026,24-Jul-2026 18:55:25.602,74.27879337,31.56163158,21.170000076293945,3.7900924682617188,173.15460205078125,205.10000610351562,0.37357944,6.83988333,6.66879654,-0.00646925,36.07843018,14.06866059,0,0,88,69.41176605,1529,-,-9.375,-,-1.5625,42,5.36639631,11.77999973,-,0.69499999,11.76470566,17.64705849,11,12.17500019
Fri Jul 24 18:55:26 GMT+05:00 2026,24-Jul-2026 18:55:26.602,74.27870193,31.56145638,21.280000686645508,3.7900924682617188,172.431640625,205.1999969482422,0.44177487,6.80997324,6.65204716,-0.00954378,31.37254906,14.06866059,0,0,88,39.2156868,1529,-,-9.375,-,-1.5625,42,5.36639631,5.48999977,-,0.69499999,3.13725495,17.64705849,11,12.17500019
Fri Jul 24 18:55:27 GMT+05:00 2026,24-Jul-2026 18:55:27.601,74.27860725,31.56128212,21.270000457763672,3.7900924682617188,171.64990234375,205.1999969482422,0.02871387,7.43599558,7.17398119,0.07226342,31.37254906,14.06866059,5.09803915,0,88,39.2156868,1529,-,-9.375,-,-1.5625,42,5.36639631,5.48999977,-,0.69499999,8.62745094,17.25490189,11,12.10000038
Fri Jul 24 18:55:28 GMT+05:00 2026,24-Jul-2026 18:55:28.601,74.27851399,31.56110752,21.420000076293945,3.7900924682617188,171.13330078125,204.89999389648438,0.2958127,6.42203665,6.38375187,-0.05745971,31.37254906,14.06866059,5.09803915,0,88,100,1552,-,-9.375,-,-1.5625,42,7.54196238,5.48999977,-,0.69499999,8.62745094,18.03921509,11,12.10000038
Fri Jul 24 18:55:29 GMT+05:00 2026,24-Jul-2026 18:55:29.602,74.27842033,31.56092753,21.65999984741211,3.7900924682617188,170.78759765625,205.0,-0.00119641,7.08664322,8.19751167,0.12359089,31.37254906,14.06866059,0,99.21875,88,100,1552,-,-9.375,-,-9.375,42,4.2060944,5.48999977,-,0.815,3.13725495,18.03921509,11,12.02499962
Fri Jul 24 18:55:30 GMT+05:00 2026,24-Jul-2026 18:55:30.603,74.27832903,31.5607482,21.65999984741211,3.7900924682617188,170.59454345703125,205.10000610351562,0.20458634,6.62572575,6.84227657,-0.00987428,31.37254906,14.06866059,0,99.21875,88,21.56862831,1552,-,0,-,-9.375,42,4.2060944,3.25999999,-,0.815,3.13725495,18.03921509,6.5,12.02499962
Fri Jul 24 18:55:31 GMT+05:00 2026,24-Jul-2026 18:55:31.602,74.27823364,31.56057504,21.43000030517578,3.7900924682617188,170.66143798828125,205.3000030517578,0.23928227,6.55992317,7.221838,0.01383621,31.37254906,14.06866059,0,0,88,21.56862831,1533,-,0,-,-9.375,42,3.0457925,3.25999999,-,0.815,4.70588255,18.03921509,6.5,12.02499962
Fri Jul 24 18:55:32 GMT+05:00 2026,24-Jul-2026 18:55:32.603,74.27813423,31.56040214,21.260000228881836,3.7900924682617188,170.185791015625,205.39999389648438,-0.1052842,6.81834793,6.73459911,-0.00402331,31.37254906,14.06866059,0,0,88,21.56862831,1533,-,0,-,-9.375,42,3.0457925,3.25999999,-,0.815,4.70588255,17.25490189,6.5,12.19999981
Fri Jul 24 18:55:33 GMT+05:00 2026,24-Jul-2026 18:55:33.602,74.27804242,31.56022818,21.049999237060547,3.7900924682617188,170.1636962890625,205.0,0.28743783,8.00937557,8.29681301,0.19490105,33.72549057,14.06866059,3.92156863,0,88,21.56862831,1533,-,0,-,-9.375,42,7.10684916,3.25999999,-,0.815,7.84313726,17.25490189,6.5,12.19999981
Fri Jul 24 18:55:34 GMT+05:00 2026,24-Jul-2026 18:55:34.602,74.27794751,31.56005993,20.979999542236328,3.7900924682617188,170.41717529296875,205.1999969482422,0.44656053,7.37497854,7.27806902,0.07619816,33.72549057,14.06866059,3.92156863,0,88,69.80392456,1519,-,-1.5625,-,-9.375,42,7.10684916,3.25999999,-,0.815,7.84313726,17.25490189,22,12.02499962
Fri Jul 24 18:55:35 GMT+05:00 2026,24-Jul-2026 18:55:35.602,74.27784826,31.5598904,20.920000076293945,3.7900924682617188,170.5482177734375,205.5,0.39272201,6.71306372,7.43360281,0.04080087,32.15686417,14.06866059,0,99.21875,87,69.80392456,1519,-,-1.5625,-,-9.375,42,6.23662273,6.98999977,-,0.815,3.13725495,17.25490189,22,12.02499962
Fri Jul 24 18:55:36 GMT+05:00 2026,24-Jul-2026 18:55:36.603,74.27775397,31.55972371,20.6299991607666,3.7900924682617188,170.5960693359375,206.1999969482422,-0.12801601,7.48026276,7.45753098,0.09579951,32.15686417,14.06866059,0,99.21875,87,51.37254715,1519,-,-1.5625,-,-9.375,42,6.23662273,6.98999977,-,0.815,3.13725495,22.74509811,21.5,12.02499962
Fri Jul 24 18:55:37 GMT+05:00 2026,24-Jul-2026 18:55:37.602,74.27765798,31.55956032,20.459999084472656,3.7900924682617188,171.0726318359375,207.0,0.57577294,6.79322338,6.28684235,-0.03565627,32.15686417,14.06866059,0,-29.6875,87,51.37254715,1519,-,-1.5625,-,-9.375,42,9.86256618,11.94999981,-,0.815,10.1960783,22.74509811,21.5,12.02499962
Fri Jul 24 18:55:38 GMT+05:00 2026,24-Jul-2026 18:55:38.603,74.2775575,31.5593958,20.40999984741211,3.7900924682617188,171.6298828125,207.6999969482422,-0.33888352,7.53051186,6.87218666,0.05880731,32.15686417,14.06866059,24.70588303,-29.6875,87,85.88235474,1519,-,1.5625,-,-9.375,42,9.86256618,11.94999981,-,0.815,10.1960783,22.74509811,25,12.02499962
Fri Jul 24 18:55:39 GMT+05:00 2026,24-Jul-2026 18:55:39.601,74.27746235,31.55922919,20.350000381469727,3.7900924682617188,172.7965087890625,208.10000610351562,0.10887343,7.513762,6.76211691,0.04949325,36.47058868,14.06866059,24.70588303,-29.6875,87,85.88235474,1519,-,1.5625,-,-9.375,42,11.60301904,13.88000011,-,0.815,12.54901981,22.74509811,25,12.02499962
Fri Jul 24 18:55:40 GMT+05:00 2026,24-Jul-2026 18:55:40.603,74.2773607,31.55906795,20.350000381469727,3.7900924682617188,173.39300537109375,208.6999969482422,0.42382872,7.37976408,7.57866764,0.09816724,36.47058868,14.06866059,24.70588303,-29.6875,87,100,1519,-,1.5625,-,-9.375,42,11.60301904,13.88000011,-,0.815,12.54901981,21.1764698,22.5,12.14999962
Fri Jul 24 18:55:41 GMT+05:00 2026,24-Jul-2026 18:55:41.603,74.27725503,31.55890736,20.3799991607666,3.7900924682617188,173.8157958984375,209.89999389648438,0.29820552,7.05792952,6.76211691,0.01584345,36.47058868,14.06866059,29.01960754,0.78125,87,100,1519,-,1.5625,-,-3.90625,42,11.60301904,13.88000011,-,0.64499998,12.54901981,21.1764698,22.5,12.14999962
Fri Jul 24 18:55:42 GMT+05:00 2026,24-Jul-2026 18:55:42.602,74.27713577,31.55875303,20.440000534057617,3.7900924682617188,174.4305419921875,211.1999969482422,0.00837488,6.80159855,6.57069111,-0.01697862,36.86274338,14.06866059,29.01960754,0.78125,87,100,1485,-,1.5625,-,-3.90625,42,11.4579813,14.22000027,-,0.64499998,13.72549057,21.1764698,22.5,12.14999962
Fri Jul 24 18:55:43 GMT+05:00 2026,24-Jul-2026 18:55:43.602,74.27701932,31.55859912,20.5,3.7900924682617188,174.9666748046875,212.39999389648438,-0.09332009,6.77168798,6.22821808,-0.0430975,36.86274338,14.06866059,29.01960754,0.78125,87,81.5686264,1485,-,-5.46875,-,-3.90625,41,11.4579813,14.22000027,-,0.64499998,13.72549057,21.1764698,25.5,12.14999962
Fri Jul 24 18:55:44 GMT+05:00 2026,24-Jul-2026 18:55:44.602,74.27689727,31.55844565,20.559999465942383,3.7900924682617188,174.755615234375,212.89999389648438,-0.17108682,7.01844788,6.70229626,0.00841016,36.86274338,14.06866059,18.43137169,-2.34375,87,81.5686264,1485,-,-5.46875,-,-3.90625,41,11.4579813,14.22000027,-,0.61500001,13.72549057,19.2156868,25.5,12.22500038
Fri Jul 24 18:55:45 GMT+05:00 2026,24-Jul-2026 18:55:45.602,74.27677878,31.55828958,20.600000381469727,3.7900924682617188,174.730712890625,213.60000610351562,0.33888352,7.23978424,6.57069111,0.0162279,35.29411697,14.06866059,18.43137169,-2.34375,87,81.5686264,1485,-,-5.46875,-,-3.90625,41,10.00760392,14.22000027,-,0.61500001,10.5882349,19.2156868,25.5,12.22500038
Fri Jul 24 18:55:46 GMT+05:00 2026,24-Jul-2026 18:55:46.601,74.27666087,31.55813483,20.639999389648438,3.7900924682617188,174.74566650390625,214.10000610351562,-0.39750767,6.67956448,7.3917284,0.03536779,35.29411697,14.06866059,18.43137169,-2.34375,87,87.05882263,1496,-,-4.6875,-,-3.90625,41,10.00760392,12.10999966,-,0.61500001,10.5882349,19.2156868,2.5,12.22500038
Fri Jul 24 18:55:47 GMT+05:00 2026,24-Jul-2026 18:55:47.602,74.27654193,31.55798174,20.719999313354492,3.7900924682617188,174.5574951171875,214.89999389648438,0.56141603,7.11296463,7.21465921,0.05334836,35.29411697,14.06866059,0,0,87,87.05882263,1496,-,-4.6875,-,0,41,10.00760392,12.10999966,-,0.75,10.5882349,14.11764717,2.5,12.22500038
Fri Jul 24 18:55:48 GMT+05:00 2026,24-Jul-2026 18:55:48.602,74.27641803,31.55782993,20.40999984741211,3.7900924682617188,174.45574951171875,216.10000610351562,0.14596218,6.24257517,6.61017275,-0.0540731,30.98039246,14.06866059,0,0,87,87.05882263,1465,-,-4.6875,-,0,41,3.48090571,5.80000019,-,0.75,3.13725495,14.11764717,2.5,12.22500038
Fri Jul 24 18:55:49 GMT+05:00 2026,24-Jul-2026 18:55:49.602,74.27628614,31.55768177,20.270000457763672,3.7900924682617188,174.13134765625,217.8000030517578,0.11365908,7.26131964,6.8985076,0.04004389,30.98039246,14.06866059,0,0,87,73.33333588,1465,-,0,-,0,42,3.48090571,5.80000019,-,0.75,3.13725495,14.11764717,23.5,12.22500038
Fri Jul 24 18:55:50 GMT+05:00 2026,24-Jul-2026 18:55:50.603,74.2761518,31.55753627,20.450000762939453,3.7900924682617188,173.72796630859375,218.3000030517578,-0.11964113,7.15005302,6.55154848,0.00763112,30.98039246,14.06866059,25.88235283,0.78125,87,73.33333588,1465,-,0,-,-1.5625,42,3.48090571,5.80000019,-,0.86000001,3.13725495,20.3921566,23.5,12.05000019
Fri Jul 24 18:55:51 GMT+05:00 2026,24-Jul-2026 18:55:51.603,74.27601671,31.5573869,20.799999237060547,3.7900924682617188,173.52777099609375,218.39999389648438,0.31734809,6.76690245,6.56590557,-0.01931512,36.07843018,14.06866059,25.88235283,0.78125,88,90.58823395,1465,-,0,-,-1.5625,41,10.58775487,5.80000019,-,0.86000001,3.13725495,20.3921566,23.5,12.05000019
Fri Jul 24 18:55:52 GMT+05:00 2026,24-Jul-2026 18:55:52.602,74.27588416,31.55723706,21.15999984741211,3.7900924682617188,173.2261962890625,217.89999389648438,0.66191459,6.9619174,6.8769722,0.01880807,36.07843018,14.06866059,25.88235283,0.78125,88,90.58823395,1465,-,0,-,-3.90625,41,10.58775487,5.80000019,-,0.67000002,12.54901981,20.3921566,23.5,12.10000038
Fri Jul 24 18:55:53 GMT+05:00 2026,24-Jul-2026 18:55:53.602,74.27575001,31.55708139,21.549999237060547,3.7900924682617188,172.5244140625,217.60000610351562,0.08614162,6.93798923,6.51087046,-0.01107502,36.07843018,14.06866059,25.88235283,0.78125,88,90.58823395,1465,-,0,-,-3.90625,41,10.58775487,14.05000019,-,0.67000002,12.54901981,20.3921566,23.5,12.10000038
Fri Jul 24 18:55:54 GMT+05:00 2026,24-Jul-2026 18:55:54.601,74.27560777,31.55692354,21.989999771118164,3.7900924682617188,171.549072265625,217.5,0.15433706,7.15483904,7.01964426,0.04086715,36.07843018,14.06866059,25.88235283,0.78125,88,90.58823395,1465,-,0,-,-3.90625,41,10.58775487,14.05000019,-,0.67000002,12.54901981,20.3921566,23.5,12.10000038
Fri Jul 24 18:55:55 GMT+05:00 2026,24-Jul-2026 18:55:55.601,74.27546159,31.55676212,22.440000534057617,3.7900924682617188,171.14556884765625,217.5,0.3699902,7.1309104,6.30000305,-0.01031327,36.07843018,14.06866059,25.88235283,0.78125,88,90.58823395,1465,-,0,-,-3.90625,41,10.58775487,14.05000019,-,0.67000002,12.54901981,20.3921566,23.5,12.10000038
Fri Jul 24 18:55:56 GMT+05:00 2026,24-Jul-2026 18:55:56.601,74.27531197,31.5565991,22.790000915527344,3.7900924682617188,170.37286376953125,217.60000610351562,0.19740787,6.13011265,7.44437027,0.00223255,36.07843018,14.06866059,25.88235283,0.78125,88,90.58823395,1658,-,-3.90625,-,0,41,10.58775487,14.05000019,-,0.80500001,12.54901981,14.11764717,23.5,12.10000038
Fri Jul 24 18:55:57 GMT+05:00 2026,24-Jul-2026 18:55:57.602,74.27515866,31.55643325,22.940000534057617,3.7900924682617188,169.89630126953125,217.8000030517578,-0.10049855,6.96909618,7.35942507,0.05223662,36.07843018,14.06866059,25.88235283,0,88,90.58823395,1642,-,-3.90625,-,0,41,3.91601893,14.05000019,-,0.80500001,5.09803915,14.11764717,23.5,12.10000038
Fri Jul 24 18:55:58 GMT+05:00 2026,24-Jul-2026 18:55:58.602,74.275008,31.5562749,22.790000915527344,3.7900924682617188,169.74041748046875,217.89999389648438,0.04905286,7.29003334,6.72981358,0.0303722,36.07843018,14.06866059,25.88235283,0,88,90.58823395,1642,-,0,-,0,41,3.91601893,14.05000019,-,0.09,5.09803915,14.11764717,25.5,12.10000038
Fri Jul 24 18:55:59 GMT+05:00 2026,24-Jul-2026 18:55:59.602,74.27485715,31.55611154,22.829999923706055,3.7900924682617188,169.723876953125,217.3000030517578,-0.34606197,6.83629417,6.62572575,-0.00989532,35.68627548,14.06866059,25.88235283,0,88,81.96078491,1642,-,0,-,0,41,3.91601893,13.27999973,-,0.09,10.98039246,14.11764717,25.5,12.10000038
Fri Jul 24 18:56:00 GMT+05:00 2026,24-Jul-2026 18:56:00.602,74.27471518,31.55594587,23.049999237060547,3.7900924682617188,169.67132568359375,216.3000030517578,-0.31615168,7.03280497,6.51445961,-0.00326467,35.68627548,14.06866059,20,0,88,81.96078491,1642,-,0,-,-3.90625,41,3.91601893,13.27999973,-,0.65499997,10.98039246,14.11764717,27,12.07499981
Fri Jul 24 18:56:01 GMT+05:00 2026,24-Jul-2026 18:56:01.602,74.27457432,31.55577586,23.239999771118164,3.7900924682617188,169.56060791015625,215.1999969482422,-0.04666004,6.73100996,6.39810848,-0.03433442,35.68627548,14.06866059,20,0,88,81.5686264,1685,-,0,-,-3.90625,41,9.57249071,13.02999973,-,0.65499997,10.98039246,14.11764717,27,12.07499981
Fri Jul 24 18:56:02 GMT+05:00 2026,24-Jul-2026 18:56:02.602,74.27443356,31.55559889,23.360000610351562,3.7900924682617188,170.05389404296875,213.60000610351562,-0.38793638,6.34905577,5.87856722,-0.09809226,35.68627548,14.06866059,0,0,88,81.5686264,1685,-,0,-,-7.03125,41,9.57249071,13.02999973,-,0.77499998,7.45098019,14.90196037,16,12.14999962
Fri Jul 24 18:56:03 GMT+05:00 2026,24-Jul-2026 18:56:03.601,74.27430507,31.55542249,23.170000076293945,3.7900924682617188,169.88134765625,212.3000030517578,-0.49322057,6.96311378,6.66520739,0.00285226,35.68627548,14.06866059,0,0,88,81.5686264,1673,-,1.5625,-,-7.03125,41,5.94654726,11.21000004,-,0.77499998,7.45098019,14.90196037,26.5,12.14999962
Fri Jul 24 18:56:04 GMT+05:00 2026,24-Jul-2026 18:56:04.602,74.27418385,31.55524649,23.110000610351562,3.7900924682617188,170.0703125,211.1999969482422,0.09332009,6.65204716,6.66520739,-0.02104205,35.68627548,14.06866059,0,1.5625,88,81.5686264,1673,-,1.5625,-,-3.125,41,5.94654726,11.21000004,-,0.75999999,10.98039246,19.6078434,26.5,12.14999962
Fri Jul 24 18:56:05 GMT+05:00 2026,24-Jul-2026 18:56:05.602,74.27405381,31.55506514,23.200000762939453,3.7900924682617188,170.37359619140625,211.0,0.78993058,7.4132638,7.16680288,0.07316417,35.68627548,14.06866059,0,1.5625,88,86.27451324,1680,-,-3.125,-,-3.125,41,10.00760392,14.39000034,-,0.75999999,10.98039246,19.6078434,26.5,12.14999962
Fri Jul 24 18:56:06 GMT+05:00 2026,24-Jul-2026 18:56:06.602,74.2739265,31.55488715,23.329999923706055,3.7900924682617188,170.3203125,212.39999389648438,0.69062841,6.95593548,6.65085077,0.00254917,36.86274338,14.06866059,0,0,88,86.27451324,1680,-,-3.125,-,-3.125,41,10.00760392,14.39000034,-,0.75999999,13.33333302,20.7843132,26.5,12.05000019
Fri Jul 24 18:56:07 GMT+05:00 2026,24-Jul-2026 18:56:07.602,74.27378605,31.55470826,23.520000457763672,3.7900924682617188,170.1395263671875,214.6999969482422,0.19980069,7.11296463,6.61495829,0.00937176,36.86274338,14.06866059,0,0,88,91.37255096,1703,-,-3.125,-,-3.125,41,10.00760392,15.35000038,-,0.75999999,13.33333302,21.1764698,25.5,12.05000019
Fri Jul 24 18:56:08 GMT+05:00 2026,24-Jul-2026 18:56:08.601,74.27364615,31.55453293,23.59000015258789,3.7900924682617188,170.22607421875,215.89999389648438,0.23808585,6.91286469,7.11894655,0.0308159,36.86274338,14.06866059,28.62745094,0,87,91.37255096,1703,-,-3.125,-,-3.125,41,10.00760392,15.73999977,-,0.75999999,13.33333302,21.1764698,25.5,12.05000019
Fri Jul 24 18:56:09 GMT+05:00 2026,24-Jul-2026 18:56:09.601,74.27349112,31.55435547,23.940000534057617,3.7900924682617188,169.73187255859375,217.0,0.82343012,7.40608501,6.89611483,0.05396992,36.86274338,14.06866059,28.62745094,0,87,89.41176605,1703,-,-3.90625,-,-3.90625,41,10.00760392,15.73999977,-,0.63999999,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:10 GMT+05:00 2026,24-Jul-2026 18:56:10.604,74.27333177,31.55418195,24.15999984741211,3.7900924682617188,169.77001953125,217.89999389648438,1.04745817,7.1787672,6.73699236,0.02822024,36.86274338,14.06866059,28.62745094,0,87,89.41176605,1703,-,-3.90625,-,-3.90625,41,10.00760392,15.73999977,-,0.63999999,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:11 GMT+05:00 2026,24-Jul-2026 18:56:11.602,74.27317024,31.55401136,24.34000015258789,3.7900924682617188,169.84124755859375,218.60000610351562,-0.2213361,6.47019243,5.86779928,-0.09032995,36.86274338,14.06866059,28.62745094,0,87,89.41176605,1703,-,-3.90625,-,-3.90625,41,10.00760392,15.73999977,-,0.63,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:12 GMT+05:00 2026,24-Jul-2026 18:56:12.602,74.27301228,31.55383773,24.440000534057617,3.7900924682617188,169.77508544921875,218.5,0.40827537,6.87099028,7.21944523,0.08136266,36.86274338,14.06866059,28.62745094,0,87,89.41176605,1781,-,-3.90625,-,-3.90625,41,10.73279261,15.64000034,-,0.63,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:13 GMT+05:00 2026,24-Jul-2026 18:56:13.601,74.27284927,31.5536594,24.65999984741211,3.7900924682617188,169.269775390625,218.5,0.27996024,7.15483904,7.09980392,0.04688138,36.86274338,14.06866059,28.62745094,0,87,89.41176605,1781,-,-3.90625,-,-3.90625,41,10.73279261,15.64000034,-,0.63,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:14 GMT+05:00 2026,24-Jul-2026 18:56:14.601,74.27268698,31.5534863,24.790000915527344,3.7900924682617188,169.34564208984375,218.60000610351562,0.20338993,7.11775017,6.27727127,-0.0133633,36.86274338,14.06866059,29.01960754,0,87,89.41176605,1781,-,-3.90625,-,-3.90625,41,10.87783035,15.64000034,-,0.63,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:15 GMT+05:00 2026,24-Jul-2026 18:56:15.602,74.27251959,31.55331076,24.950000762939453,3.7900924682617188,169.22821044921875,218.60000610351562,0.39032918,6.12173748,5.75892591,-0.12331676,36.86274338,14.06866059,29.01960754,0,87,87.84313965,1781,-,-3.90625,-,-3.90625,41,10.87783035,15.64000034,-,0.63,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:16 GMT+05:00 2026,24-Jul-2026 18:56:16.602,74.27235652,31.55313421,25.100000381469727,3.7900924682617188,169.2066650390625,218.60000610351562,0.40229329,7.4132638,7.26610518,0.07793933,36.86274338,14.06866059,29.01960754,0,87,87.84313965,1781,-,-3.90625,-,-3.90625,41,10.87783035,16.12999916,-,0.63,13.33333302,21.56862831,26,12.07499981
Fri Jul 24 18:56:17 GMT+05:00 2026,24-Jul-2026 18:56:17.601,74.2721909,31.55295815,25.209999084472656,3.7900924682617188,169.48394775390625,218.60000610351562,0.43220359,7.34626484,7.72582626,0.10663646,36.86274338,14.06866059,0,0,87,86.66666412,1781,-,-3.90625,-,-3.90625,40,10.87783035,16.12999916,-,0.63,13.33333302,21.56862831,1,12.19999981
Fri Jul 24 18:56:18 GMT+05:00 2026,24-Jul-2026 18:56:18.602,74.27202836,31.55278152,25.059999465942383,3.7900924682617188,169.64306640625,218.60000610351562,0.27517462,6.3179493,7.07467937,-0.01371008,31.37254906,14.06866059,0,0,87,86.66666412,1777,-,-3.90625,-,-3.90625,40,10.87783035,3.46000004,-,0.63,3.52941179,21.56862831,1,12.19999981
Fri Jul 24 18:56:19 GMT+05:00 2026,24-Jul-2026 18:56:19.602,74.27186487,31.55260782,24.68000030517578,3.7900924682617188,169.521240234375,218.60000610351562,-0.06819545,6.49651337,7.18355274,0.00632912,31.37254906,14.06866059,0,0,87,18.8235302,1777,-,-3.90625,-,-3.90625,41,10.87783035,3.46000004,-,0.63,3.52941179,21.56862831,-4.5,12.875
Fri Jul 24 18:56:20 GMT+05:00 2026,24-Jul-2026 18:56:20.602,74.27170446,31.55243562,24.280000686645508,3.7900924682617188,169.66815185546875,218.6999969482422,-0.05144569,6.86740112,7.57238626,0.06107563,31.76470566,14.06866059,0,0,87,18.8235302,1777,-,-3.90625,-,-3.90625,41,3.19083024,3.46000004,-,0.63,4.31372547,21.56862831,-4.5,12.875
Fri Jul 24 18:56:21 GMT+05:00 2026,24-Jul-2026 18:56:21.602,74.27154852,31.55227562,23.889999389648438,3.7900924682617188,169.4295654296875,218.39999389648438,-0.08733802,7.47547722,7.16321373,0.07443732,31.76470566,14.06866059,0,0,87,18.8235302,1777,-,-3.90625,-,-3.90625,41,3.19083024,4.15999985,-,0.63,4.31372547,21.56862831,-4.5,12.875
Fri Jul 24 18:56:22 GMT+05:00 2026,24-Jul-2026 18:56:22.602,74.27139429,31.55211198,23.700000762939453,3.7900924682617188,169.39337158203125,218.3000030517578,-0.13639089,6.59222651,7.58345318,0.04337507,31.76470566,14.06866059,0,0,87,18.8235302,1777,-,-3.90625,-,-3.90625,41,3.19083024,4.15999985,-,0.63,4.31372547,21.56862831,-4.5,12.875
Fri Jul 24 18:56:23 GMT+05:00 2026,24-Jul-2026 18:56:23.604,74.27123366,31.55194527,23.450000762939453,3.7900924682617188,169.63409423828125,218.3000030517578,0.02392823,7.15603542,7.23380184,0.05624038,31.76470566,14.06866059,0,0,87,18.8235302,1777,-,-3.90625,-,-3.90625,41,3.19083024,4.15999985,-,0.63,4.31372547,21.56862831,-4.5,12.875
Fri Jul 24 18:56:24 GMT+05:00 2026,24-Jul-2026 18:56:24.602,74.27108305,31.55178174,23.040000915527344,3.7900924682617188,169.75250244140625,218.39999389648438,0.08853444,6.97268534,6.91765022,0.02026671,31.76470566,14.06866059,0,0,87,20,1777,-,-3.90625,-,-3.90625,42,3.19083024,3.28999996,-,0.63,4.31372547,21.56862831,-4.5,12.875
Fri Jul 24 18:56:25 GMT+05:00 2026,24-Jul-2026 18:56:25.601,74.2709317,31.5516235,22.790000915527344,3.7900924682617188,169.5753173828125,218.6999969482422,0.42741793,7.3067832,7.06630421,0.01936034,34.90196228,14.06866059,0,0,87,20,1777,-,-3.90625,-,0,42,3.19083024,3.28999996,-,0.03,9.4117651,21.56862831,-4.5,12.77499962
Fri Jul 24 18:56:26 GMT+05:00 2026,24-Jul-2026 18:56:26.601,74.27078094,31.55146632,22.540000915527344,3.7900924682617188,169.44586181640625,218.39999389648438,-0.13758731,6.99780989,7.12373209,0.03702062,34.90196228,14.06866059,0,0,87,74.90196228,1627,-,-1.5625,-,0,42,3.19083024,11.77999973,-,0.03,9.4117651,20.3921566,23,12
Fri Jul 24 18:56:27 GMT+05:00 2026,24-Jul-2026 18:56:27.601,74.27063446,31.55130961,22.520000457763672,3.7900924682617188,169.74462890625,218.3000030517578,0.5805586,6.62213659,6.35623407,-0.04345047,38.82352829,14.06866059,0,0,87,74.90196228,1627,-,-1.5625,-,-6.25,42,3.19083024,14.39000034,-,0.87,16.07843208,20.3921566,23,12
Fri Jul 24 18:56:28 GMT+05:00 2026,24-Jul-2026 18:56:28.602,74.27048866,31.55114849,22.5,3.7900924682617188,170.10125732421875,218.3000030517578,-0.09810573,6.9966135,6.84706211,0.01696324,38.82352829,14.06866059,0,0,87,83.92156982,1623,-,0.78125,-,2.34375,42,3.19083024,14.39000034,-,0.55500001,16.07843208,20.3921566,23.5,12
Fri Jul 24 18:56:29 GMT+05:00 2026,24-Jul-2026 18:56:29.602,74.27034561,31.55098714,22.469999313354492,3.7900924682617188,170.0528564453125,218.10000610351562,0.3592225,6.80638409,6.67118931,-0.00879508,37.64706039,14.06866059,0,0,87,83.92156982,1628,-,0.78125,-,2.34375,42,11.74805678,16.72999954,-,0.55500001,14.90196037,20.3921566,23.5,12
Fri Jul 24 18:56:30 GMT+05:00 2026,24-Jul-2026 18:56:30.601,74.27020458,31.55082583,22.479999542236328,3.7900924682617188,170.188232421875,218.0,0.20937198,6.75134897,6.53120947,-0.02322125,37.64706039,14.06866059,32.15686417,0,87,100,1628,-,-2.34375,-,-3.125,42,11.74805678,16.72999954,-,0.64499998,14.90196037,20.3921566,23.5,12.14999962
